Joueur,nationalite,equipe,age,poste,date_naissance,temps_de_jeu,matchs_joues,matchs_debutes,but_marques,but_marques_90,action_menant_but,action_menant_but_90,tirs_cardres_90,tirs_cardres_pourcent,tirs_total,passes_completees,passes_completees_pourcent,interceptions,tirs_blockes,tirs_menant_but_blockes,pressions_recupant_ball_pourcent,pressions,tackles,tackles_reussi,tackle_reussi_pct
Juan-Miranda,es ESP,Betis,21-300,DF,2000,327.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,164.0,80.8,3.0,1.0,0.0,34.5,55.0,7.0,3.0,37.5
Stefan-Mitrovic,rs SRB,Getafe,31-177,DF,1990,653.0,9.0,8.0,1.0,0.14,0.0,0.0,0.14,33.3,3.0,178.0,79.8,18.0,5.0,0.0,28.8,52.0,5.0,2.0,33.33333333333333
Luka-Modric,hr CRO,Real Madrid,36-067,MF,1985,536.0,7.0,7.0,0.0,0.0,3.0,0.5,0.17,20.0,5.0,384.0,86.9,12.0,2.0,0.0,22.5,71.0,6.0,3.0,42.857142857142854
Johan-Mojica,co COL,Elche,29-086,DF,1992,1084.0,13.0,12.0,1.0,0.08,3.0,0.25,0.17,33.3,6.0,554.0,75.4,26.0,1.0,0.0,23.7,131.0,15.0,7.0,43.75
Jorge-Molina,es ESP,Granada,39-207,FW,1982,391.0,10.0,3.0,1.0,0.23,0.0,0.0,1.15,55.6,9.0,69.0,61.6,2.0,1.0,0.0,25.5,55.0,2.0,2.0,66.66666666666666
Jon-Moncayola,es ESP,Osasuna,23-186,MF,1998,871.0,12.0,10.0,1.0,0.1,1.0,0.1,0.41,40.0,10.0,312.0,75.9,6.0,3.0,0.0,28.4,162.0,9.0,6.0,60.0
Monchu,es ESP,Granada,22-063,MF,1999,579.0,11.0,6.0,0.0,0.0,0.0,0.0,0.16,12.5,8.0,246.0,81.7,3.0,3.0,0.0,22.2,153.0,11.0,8.0,66.66666666666666
Gonzalo-Montiel,ar ARG,Sevilla,24-318,DF,1997,248.0,4.0,4.0,1.0,0.36,1.0,0.36,0.36,50.0,2.0,153.0,79.7,3.0,0.0,0.0,33.3,18.0,5.0,1.0,16.666666666666664
Angel-Montoro,es ESP,Granada,33-143,MF,1988,765.0,12.0,8.0,1.0,0.12,1.0,0.12,0.24,18.2,11.0,283.0,77.7,8.0,1.0,0.0,31.4,137.0,13.0,7.0,50.0
Martin-Montoya,es ESP,Betis,30-215,DF,1991,518.0,6.0,6.0,0.0,0.0,1.0,0.17,0.35,40.0,5.0,256.0,81.8,12.0,0.0,0.0,28.7,94.0,18.0,9.0,47.368421052631575
Jon-Morcillo,es ESP,Athletic Club,23-061,MF,1998,43.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,60.0,0.0,0.0,0.0,23.5,17.0,0.0,0.0,0.0
Alberto-Moreno,es ESP,Villarreal,29-133,"MF,DF",1992,474.0,11.0,5.0,1.0,0.19,0.0,0.0,0.76,80.0,5.0,285.0,85.3,17.0,1.0,0.0,26.1,69.0,9.0,4.0,40.0
Alex-Moreno,es ESP,Betis,28-160,DF,1993,778.0,10.0,9.0,1.0,0.12,2.0,0.23,0.23,40.0,5.0,292.0,71.9,17.0,1.0,0.0,31.8,110.0,23.0,12.0,50.0
Gerard-Moreno,es ESP,Villarreal,29-222,FW,1992,380.0,5.0,5.0,1.0,0.24,0.0,0.0,0.71,33.3,9.0,93.0,73.8,2.0,1.0,0.0,33.3,30.0,3.0,2.0,50.0
Tete-Morente,es ESP,Elche,24-346,MF,1996,203.0,7.0,2.0,0.0,0.0,0.0,0.0,0.89,66.7,3.0,73.0,76.8,2.0,0.0,0.0,22.0,41.0,5.0,5.0,83.33333333333334
Manu-Morlanes,es ESP,Espanyol,22-307,MF,1999,477.0,11.0,5.0,1.0,0.19,1.0,0.19,0.19,50.0,2.0,207.0,88.1,5.0,4.0,0.0,27.2,103.0,15.0,11.0,68.75
Loren-Moron,es ESP,Espanyol,27-320,"FW,MF",1993,209.0,6.0,1.0,0.0,0.0,1.0,0.43,0.0,0.0,3.0,19.0,63.3,0.0,0.0,0.0,35.3,34.0,5.0,2.0,33.33333333333333
Loren-Moron,es ESP,Betis,27-320,FW,1993,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,0.0,0.0,0.0
Toni-Moya,es ESP,Alavés,23-240,MF,1998,586.0,11.0,7.0,0.0,0.0,0.0,0.0,0.15,20.0,5.0,197.0,74.3,12.0,5.0,0.0,21.2,146.0,9.0,7.0,70.0
Iker-Muniain,es ESP,Athletic Club,28-331,MF,1992,915.0,12.0,12.0,2.0,0.2,7.0,0.69,0.39,33.3,12.0,380.0,78.0,11.0,0.0,0.0,23.7,131.0,11.0,5.0,41.66666666666667
Aihen-Munoz,es ESP,Real Sociedad,24-091,DF,1997,884.0,12.0,10.0,0.0,0.0,1.0,0.1,0.0,0.0,6.0,403.0,78.1,10.0,1.0,0.0,33.3,129.0,19.0,11.0,55.00000000000001
Jeison-Murillo,co COL,Celta Vigo,29-172,DF,1992,857.0,10.0,10.0,0.0,0.0,0.0,0.0,0.11,16.7,6.0,508.0,89.6,15.0,4.0,0.0,37.3,83.0,20.0,7.0,33.33333333333333
Yunus-Musah,us USA,Valencia,18-351,MF,2002,370.0,9.0,2.0,0.0,0.0,1.0,0.24,0.24,33.3,3.0,96.0,73.3,3.0,0.0,0.0,19.8,91.0,6.0,1.0,14.285714285714285
Shkodran-Mustafi,de GER,Levante,29-212,DF,1992,301.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,134.0,80.7,7.0,2.0,0.0,37.9,29.0,5.0,2.0,33.33333333333333
Nacho,es ESP,Real Madrid,31-301,DF,1990,620.0,8.0,7.0,1.0,0.15,1.0,0.15,0.15,33.3,3.0,409.0,93.2,18.0,3.0,0.0,29.4,51.0,7.0,4.0,50.0
Roberto-Navarro,es ESP,Real Sociedad,19-217,"MF,FW",2002,172.0,4.0,3.0,0.0,0.0,0.0,0.0,1.05,33.3,6.0,62.0,83.8,1.0,0.0,0.0,23.4,47.0,5.0,4.0,66.66666666666666
Ximo-Navarro,es ESP,Alavés,31-296,DF,1990,708.0,9.0,9.0,0.0,0.0,0.0,0.0,0.25,40.0,5.0,218.0,70.1,12.0,2.0,0.0,24.2,95.0,12.0,6.0,46.15384615384615
Jesus-Navas,es ESP,Sevilla,35-359,DF,1985,832.0,11.0,8.0,0.0,0.0,3.0,0.32,0.0,0.0,4.0,499.0,80.0,12.0,1.0,0.0,26.9,52.0,6.0,2.0,28.57142857142857
Loum-Ndiaye,sn SEN,Alavés,24-320,MF,1996,780.0,12.0,8.0,1.0,0.12,0.0,0.0,0.35,30.0,10.0,219.0,79.3,15.0,5.0,0.0,21.1,213.0,19.0,13.0,65.0
Alvaro-Negredo,es ESP,Cádiz,36-087,FW,1985,546.0,12.0,7.0,2.0,0.33,1.0,0.16,0.49,30.0,10.0,77.0,57.9,3.0,2.0,0.0,22.6,62.0,0.0,0.0,0.0
Neto,br BRA,Barcelona,32-119,GK,1989,180.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,80.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carlos-Neva,es ESP,Granada,25-156,DF,1996,912.0,11.0,10.0,0.0,0.0,2.0,0.2,0.0,0.0,3.0,284.0,72.6,26.0,5.0,0.0,24.8,105.0,17.0,9.0,50.0
Saul-Niguez,es ESP,Atlético Madrid,26-359,"DF,MF",1994,201.0,3.0,2.0,0.0,0.0,1.0,0.45,0.0,0.0,4.0,96.0,80.7,2.0,1.0,0.0,34.0,50.0,6.0,3.0,42.857142857142854
Fernando-Nino,es ESP,Mallorca,21-022,FW,2000,485.0,10.0,5.0,2.0,0.37,0.0,0.0,1.3,63.6,11.0,74.0,68.5,1.0,1.0,0.0,31.0,87.0,4.0,3.0,60.0
Nolito,es ESP,Celta Vigo,35-031,MF,1986,752.0,13.0,9.0,1.0,0.12,0.0,0.0,0.48,30.8,13.0,228.0,80.0,9.0,1.0,0.0,28.7,122.0,10.0,8.0,72.72727272727273
Randy-Ntekja,fr FRA,Rayo Vallecano,23-344,FW,1997,614.0,13.0,6.0,3.0,0.44,5.0,0.73,0.88,46.2,13.0,90.0,64.7,0.0,1.0,0.0,23.7,139.0,3.0,2.0,50.0
Unai-Nunez,es ESP,Athletic Club,24-289,DF,1997,217.0,4.0,2.0,0.0,0.0,0.0,0.0,0.41,50.0,2.0,128.0,83.1,4.0,1.0,0.0,56.3,16.0,3.0,3.0,75.0
Allan-Nyom,cm CMR,Getafe,33-189,DF,1988,236.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,70.8,5.0,1.0,0.0,16.0,25.0,3.0,3.0,75.0
Jan-Oblak,si SVN,Atlético Madrid,28-312,GK,1993,1080.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223.0,71.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Lucas-Ocampos,ar ARG,Sevilla,27-127,FW,1994,532.0,9.0,5.0,1.0,0.17,2.0,0.34,0.68,30.8,13.0,164.0,82.0,6.0,1.0,0.0,33.7,86.0,18.0,8.0,42.10526315789473
Brian-Olivan,es ESP,Mallorca,27-228,DF,1994,992.0,12.0,11.0,1.0,0.09,0.0,0.0,0.27,33.3,9.0,269.0,65.1,18.0,3.0,0.0,25.2,107.0,20.0,8.0,38.095238095238095
Mathias-Olivera,uy URU,Getafe,24-015,DF,1997,944.0,11.0,11.0,0.0,0.0,0.0,0.0,0.19,33.3,6.0,368.0,76.8,25.0,0.0,0.0,37.0,216.0,28.0,24.0,82.75862068965517
Javier-Ontiveros,es ESP,Osasuna,24-067,"MF,FW",1997,39.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,25.0,78.1,0.0,0.0,0.0,33.3,9.0,0.0,0.0,0.0
Pedro-Ortiz,es ESP,Sevilla,21-088,MF,2000,7.0,1.0,0.0,0.0,0.0,0.0,0.0,12.86,100.0,1.0,14.0,100.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
Milutin-Osmajic,me MNE,Cádiz,22-113,"FW,MF",1999,177.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,19.0,51.4,2.0,0.0,0.0,22.5,40.0,3.0,2.0,50.0
Mikel-Oyarzabal,es ESP,Real Sociedad,24-208,"MF,FW",1997,643.0,8.0,8.0,6.0,0.84,2.0,0.28,1.12,38.1,21.0,194.0,70.3,5.0,0.0,0.0,26.4,87.0,8.0,5.0,55.55555555555556
Fernando-Pacheco,es ESP,Alavés,29-181,GK,1992,893.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,74.9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Jon-Pacheco,es ESP,Real Sociedad,20-311,DF,2001,41.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,81.8,4.0,0.0,0.0,57.1,7.0,3.0,2.0,50.0
Gavi-Paez,es ESP,Barcelona,17-102,"MF,FW",2004,593.0,10.0,7.0,0.0,0.0,1.0,0.15,0.15,25.0,4.0,333.0,89.8,7.0,0.0,0.0,18.5,124.0,11.0,9.0,75.0
Helibelton-Palacios,co COL,Elche,28-159,DF,1993,684.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,286.0,77.1,19.0,2.0,0.0,24.7,93.0,19.0,9.0,45.0
Isaac-Palazon-Camacho,es ESP,Rayo Vallecano,26-323,"FW,MF",1994,886.0,13.0,9.0,1.0,0.1,3.0,0.3,0.51,25.0,20.0,226.0,73.9,13.0,4.0,0.0,24.5,200.0,16.0,10.0,58.82352941176471
Daniel-Parejo,es ESP,Villarreal,32-213,MF,1989,710.0,9.0,8.0,0.0,0.0,3.0,0.38,0.13,25.0,4.0,579.0,85.5,8.0,1.0,0.0,30.7,114.0,11.0,7.0,58.333333333333336
Javier-Pastore,ar ARG,Elche,32-148,"MF,FW",1989,288.0,7.0,3.0,0.0,0.0,0.0,0.0,0.31,33.3,3.0,131.0,78.0,5.0,1.0,0.0,26.9,78.0,3.0,1.0,25.0
Gabriel-Paulista,br BRA,Valencia,30-354,DF,1990,1015.0,12.0,12.0,1.0,0.09,1.0,0.09,0.18,40.0,5.0,336.0,81.6,38.0,7.0,0.0,33.9,56.0,11.0,5.0,41.66666666666667
Alfonso-Pedraza,es ESP,Villarreal,25-220,DF,1996,328.0,6.0,4.0,0.0,0.0,1.0,0.27,0.27,16.7,6.0,165.0,77.8,6.0,0.0,0.0,35.7,42.0,7.0,5.0,62.5
Pedri,es ESP,Barcelona,18-355,MF,2002,151.0,2.0,2.0,0.0,0.0,1.0,0.6,0.6,100.0,1.0,76.0,91.6,0.0,0.0,0.0,35.5,31.0,2.0,2.0,66.66666666666666
Pedrosa,es ESP,Espanyol,23-186,DF,1998,1035.0,12.0,12.0,1.0,0.09,2.0,0.17,0.26,25.0,12.0,347.0,74.5,21.0,5.0,0.0,31.0,116.0,22.0,14.0,60.86956521739131
Facundo-Pellistri,uy URU,Alavés,19-330,"FW,MF",2001,491.0,12.0,5.0,0.0,0.0,0.0,0.0,0.18,16.7,6.0,75.0,72.8,3.0,3.0,0.0,18.4,98.0,7.0,5.0,62.5
Ruben-Pena,es ESP,Villarreal,30-120,"FW,DF",1991,56.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,79.4,1.0,0.0,0.0,36.4,22.0,2.0,1.0,33.33333333333333
Alberto-Perea,es ESP,Cádiz,30-331,MF,1990,443.0,9.0,4.0,0.0,0.0,1.0,0.2,0.41,22.2,9.0,136.0,73.9,10.0,0.0,0.0,35.6,90.0,11.0,7.0,58.333333333333336
Victor-Perea,es ESP,Espanyol,21-228,DF,2000,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inigo-Perez,es ESP,Osasuna,33-301,MF,1988,149.0,4.0,2.0,1.0,0.6,0.0,0.0,0.6,100.0,1.0,35.0,59.3,1.0,0.0,0.0,25.0,20.0,0.0,0.0,0.0
Juan-Perez,es ESP,Osasuna,25-123,GK,1996,90.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,29.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Lucas-Perez,es ESP,Elche,33-066,"FW,MF",1988,598.0,10.0,8.0,2.0,0.3,1.0,0.15,0.3,22.2,9.0,109.0,66.1,2.0,0.0,0.0,22.6,93.0,1.0,0.0,0.0
Alex-Petxa,es ESP,Athletic Club,24-282,DF,1997,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,90.9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
German-Pezzella,ar ARG,Betis,30-141,DF,1991,694.0,8.0,7.0,1.0,0.13,0.0,0.0,0.13,25.0,4.0,290.0,86.1,17.0,4.0,0.0,23.2,56.0,11.0,8.0,66.66666666666666
Pablo-Piatti,ar ARG,Elche,32-229,"MF,DF",1989,174.0,3.0,2.0,0.0,0.0,0.0,0.0,1.03,100.0,2.0,36.0,76.6,1.0,0.0,0.0,9.4,32.0,3.0,1.0,25.0
Cristiano-Piccini,it ITA,Valencia,29-050,DF,1992,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,42.9,2.0,0.0,0.0,28.6,7.0,1.0,1.0,50.0
Tomas-Pina-Isla,es ESP,Alavés,34-032,MF,1987,561.0,11.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,201.0,82.4,6.0,1.0,0.0,29.2,120.0,12.0,9.0,69.23076923076923
Yeremi-Pino,es ESP,Villarreal,19-026,"FW,MF",2002,709.0,11.0,9.0,1.0,0.13,5.0,0.63,0.51,57.1,7.0,193.0,81.8,4.0,2.0,0.0,20.9,110.0,12.0,4.0,30.76923076923077
Gerard-Pique,es ESP,Barcelona,34-286,DF,1987,745.0,10.0,9.0,1.0,0.12,1.0,0.12,0.12,16.7,6.0,486.0,91.4,8.0,2.0,0.0,39.2,51.0,4.0,3.0,60.0
Pere-Pons,es ESP,Alavés,28-268,MF,1993,405.0,7.0,5.0,0.0,0.0,0.0,0.0,0.22,20.0,5.0,107.0,80.5,3.0,0.0,0.0,36.0,100.0,12.0,10.0,76.92307692307693
Portu,es ESP,Real Sociedad,29-178,"FW,MF",1992,629.0,13.0,7.0,0.0,0.0,1.0,0.14,0.43,33.3,9.0,161.0,76.3,5.0,1.0,0.0,27.7,137.0,9.0,3.0,30.0
Sergio-Postigo,es ESP,Levante,33-011,DF,1988,187.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,75.4,6.0,1.0,0.0,40.0,20.0,4.0,3.0,60.0
Dario-Poveda,es ESP,Getafe,24-247,"FW,MF",1997,320.0,9.0,3.0,0.0,0.0,1.0,0.28,0.56,100.0,2.0,41.0,64.1,3.0,1.0,0.0,19.2,73.0,3.0,1.0,25.0
Jose-Pozo,es ESP,Rayo Vallecano,25-245,"MF,DF",1996,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,100.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
Abdon-Prats,es ESP,Mallorca,28-343,FW,1992,170.0,7.0,1.0,0.0,0.0,0.0,0.0,1.06,28.6,7.0,37.0,78.7,0.0,0.0,0.0,53.8,13.0,0.0,0.0,0.0
Javi-Puado,es ESP,Espanyol,23-174,"MF,FW",1998,296.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,78.0,84.8,1.0,0.0,0.0,40.9,44.0,6.0,3.0,42.857142857142854
Antonio-Puertas,es ESP,Granada,29-267,"MF,FW",1992,490.0,9.0,4.0,1.0,0.18,2.0,0.37,0.18,25.0,4.0,86.0,63.7,3.0,2.0,0.0,29.3,75.0,6.0,4.0,57.14285714285714
Riqui-Puig,es ESP,Barcelona,22-094,MF,1999,129.0,6.0,0.0,0.0,0.0,0.0,0.0,0.7,25.0,4.0,115.0,93.5,1.0,0.0,0.0,8.7,23.0,0.0,0.0,0.0
Yacine-Qasmi,ma MAR,Rayo Vallecano,30-316,MF,1991,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Quini,es ESP,Granada,32-052,DF,1989,572.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,177.0,74.1,12.0,3.0,0.0,39.3,84.0,15.0,13.0,81.25
Dani-Raba,es ESP,Villarreal,26-017,"MF,FW",1995,64.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,66.7,1.0,0.0,0.0,25.0,8.0,0.0,0.0,0.0
Uros-Racic,rs SRB,Valencia,23-243,MF,1998,336.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,94.0,71.8,6.0,2.0,0.0,28.2,85.0,6.0,4.0,57.14285714285714
Nemanja-Radoja,rs SRB,Levante,28-282,MF,1993,447.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0,84.5,9.0,4.0,0.0,28.4,81.0,8.0,4.0,44.44444444444444
Antonio-Raillo,es ESP,Mallorca,30-038,DF,1991,90.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,32.0,84.2,0.0,0.0,0.0,30.0,10.0,0.0,0.0,0.0
Ivan-Rakitic,hr CRO,Sevilla,33-250,MF,1988,541.0,10.0,7.0,0.0,0.0,3.0,0.5,0.33,18.2,11.0,361.0,88.5,6.0,2.0,0.0,31.3,64.0,10.0,8.0,72.72727272727273
Sandro-Ramirez,es ESP,Getafe,26-129,FW,1995,470.0,8.0,6.0,2.0,0.38,1.0,0.19,0.96,27.8,18.0,97.0,72.9,2.0,1.0,0.0,25.3,91.0,1.0,0.0,0.0
Lluis-Recasens,es ESP,Espanyol,19-350,DF,2001,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,66.7,1.0,0.0,0.0,33.3,6.0,2.0,1.0,33.33333333333333
Manolo-Reina,es ESP,Mallorca,36-228,GK,1985,1080.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.0,64.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Karim-Rekik,nl NED,Sevilla,26-348,DF,1994,355.0,7.0,4.0,0.0,0.0,1.0,0.25,0.0,0.0,1.0,216.0,88.9,4.0,2.0,0.0,44.7,38.0,8.0,6.0,66.66666666666666
Alex-Remiro,es ESP,Real Sociedad,26-236,GK,1995,990.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.0,78.7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Nico-Ribaudo,es ESP,Espanyol,20-218,"FW,MF",2001,495.0,13.0,4.0,1.0,0.18,0.0,0.0,0.18,10.0,10.0,137.0,81.1,3.0,2.0,0.0,25.9,85.0,10.0,9.0,81.81818181818183
Diego-Rico,es ESP,Real Sociedad,28-265,DF,1993,130.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,67.0,5.0,2.0,0.0,38.1,21.0,4.0,4.0,80.0
Luis-Rioja,es ESP,Alavés,28-030,"FW,MF",1993,993.0,12.0,11.0,1.0,0.09,1.0,0.09,0.36,25.0,16.0,179.0,62.8,15.0,1.0,0.0,18.7,150.0,9.0,4.0,40.0
Rober,es ESP,Levante,26-272,DF,1995,610.0,10.0,6.0,1.0,0.15,1.0,0.15,0.15,25.0,4.0,217.0,79.8,14.0,6.0,0.0,30.6,49.0,8.0,2.0,22.22222222222222
Sergi-Roberto,es ESP,Barcelona,29-281,"MF,DF",1992,400.0,9.0,4.0,2.0,0.45,1.0,0.23,0.68,75.0,4.0,241.0,89.9,2.0,0.0,0.0,26.8,41.0,10.0,6.0,54.54545454545454
Ruben-Rochina,es ESP,Granada,30-237,"MF,FW",1991,555.0,8.0,6.0,1.0,0.16,3.0,0.49,0.81,33.3,15.0,198.0,71.2,10.0,0.0,0.0,25.6,121.0,20.0,10.0,47.61904761904761
Enzo-Roco,cl CHI,Elche,29-091,DF,1992,864.0,11.0,10.0,1.0,0.1,0.0,0.0,0.1,50.0,2.0,316.0,90.0,13.0,10.0,1.0,32.5,80.0,9.0,4.0,40.0
Rodrigo,es ESP,Betis,21-183,FW,2000,576.0,10.0,8.0,1.0,0.16,1.0,0.16,0.94,50.0,12.0,211.0,79.3,2.0,0.0,0.0,29.8,84.0,9.0,7.0,70.0
Kevin-Rodrigues,pt POR,Rayo Vallecano,27-255,"FW,DF",1994,37.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,54.5,2.0,0.0,0.0,30.8,13.0,3.0,1.0,25.0
Oscar-Rodriguez-Arnaiz,es ESP,Sevilla,23-140,"FW,MF",1998,318.0,7.0,3.0,0.0,0.0,1.0,0.28,0.0,0.0,10.0,134.0,80.7,5.0,0.0,0.0,32.7,49.0,9.0,8.0,80.0
Angel-Rodriguez,es ESP,Mallorca,34-203,FW,1987,455.0,8.0,6.0,1.0,0.2,1.0,0.2,1.19,50.0,12.0,51.0,71.8,1.0,1.0,0.0,16.7,78.0,6.0,2.0,28.57142857142857
Dani-Rodriguez,es ESP,Mallorca,33-162,"FW,MF",1988,1062.0,12.0,12.0,2.0,0.17,5.0,0.42,0.34,21.1,19.0,239.0,73.1,10.0,1.0,0.0,25.3,221.0,18.0,12.0,63.1578947368421
Guido-Rodriguez,ar ARG,Betis,27-217,MF,1994,762.0,11.0,9.0,0.0,0.0,1.0,0.12,0.35,60.0,5.0,368.0,85.2,17.0,4.0,0.0,34.1,211.0,27.0,20.0,71.42857142857143
Rodrygo,br BRA,Real Madrid,20-310,"FW,MF",2001,383.0,11.0,4.0,0.0,0.0,3.0,0.7,0.23,20.0,5.0,132.0,82.0,8.0,0.0,0.0,20.5,78.0,5.0,3.0,50.0
Ivan-Romero,es ESP,Sevilla,20-219,FW,2001,2.0,1.0,0.0,0.0,0.0,0.0,0.0,45.0,50.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Ruben,es ESP,Espanyol,20-284,DF,2001,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aitor-Ruibal,es ESP,Betis,25-238,FW,1996,338.0,7.0,4.0,0.0,0.0,0.0,0.0,0.27,20.0,5.0,72.0,72.7,2.0,0.0,0.0,23.7,93.0,12.0,8.0,61.53846153846154
Isma-Ruiz,es ESP,Granada,20-274,MF,2001,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Victor-Ruiz,es ESP,Betis,32-294,DF,1989,456.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,280.0,87.5,9.0,5.0,0.0,42.3,26.0,2.0,1.0,33.33333333333333
Geronimo-Rulli,ar ARG,Villarreal,29-179,GK,1992,900.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324.0,84.2,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
Franco-Russo,ar ARG,Mallorca,27-021,DF,1994,675.0,8.0,8.0,0.0,0.0,0.0,0.0,0.13,100.0,1.0,232.0,80.6,22.0,6.0,0.0,44.2,52.0,12.0,11.0,84.61538461538461
Mathew-Ryan,au AUS,Real Sociedad,29-221,GK,1992,180.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,69.4,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0
Salvi,es ESP,Cádiz,30-230,"MF,FW",1991,853.0,12.0,10.0,1.0,0.11,3.0,0.32,0.42,33.3,12.0,125.0,58.1,6.0,2.0,0.0,26.3,160.0,13.0,8.0,57.14285714285714
Oihan-Sancet,es ESP,Athletic Club,21-204,"FW,MF",2000,443.0,8.0,5.0,0.0,0.0,2.0,0.41,1.02,50.0,10.0,115.0,73.2,0.0,0.0,0.0,24.5,94.0,10.0,6.0,54.54545454545454
Antonio-Sanchez,es ESP,Mallorca,24-318,"FW,MF",1997,278.0,5.0,3.0,1.0,0.32,0.0,0.0,0.32,20.0,5.0,59.0,73.8,4.0,1.0,0.0,22.4,49.0,7.0,5.0,62.5
German-Sanchez,es ESP,Granada,35-015,DF,1986,711.0,10.0,8.0,2.0,0.25,0.0,0.0,0.38,42.9,7.0,227.0,81.1,18.0,4.0,0.0,32.7,49.0,8.0,4.0,44.44444444444444
Manuel-Sanchez,es ESP,Osasuna,21-083,DF,2000,803.0,11.0,9.0,1.0,0.11,2.0,0.22,0.11,50.0,2.0,292.0,77.5,15.0,1.0,0.0,31.2,189.0,22.0,14.0,60.86956521739131
Oier-Sanjurjo,es ESP,Osasuna,35-174,MF,1986,371.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,98.0,73.1,1.0,3.0,0.0,30.8,78.0,4.0,3.0,60.0
Sergio-Santos,es ESP,Real Madrid,20-316,DF,2001,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,100.0,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0
